ref_date,geo,year,yearly_avg_value,total,house,land
1981-01-01T00:00:00Z,Canada,1981,39.7944444444445,38.2,36.1,40.6
1981-02-01T00:00:00Z,Canada,1981,39.7944444444445,38.7,36.5,41
1981-03-01T00:00:00Z,Canada,1981,39.7944444444445,39.3,37.3,41.1
1981-04-01T00:00:00Z,Canada,1981,39.7944444444445,39.9,38.1,41.2
1981-05-01T00:00:00Z,Canada,1981,39.7944444444445,40.6,38.9,41.5
1981-06-01T00:00:00Z,Canada,1981,39.7944444444445,40.8,39.1,41.6
1981-07-01T00:00:00Z,Canada,1981,39.7944444444445,40.8,39.2,41.6
1981-08-01T00:00:00Z,Canada,1981,39.7944444444445,40.6,39,41.5
1981-09-01T00:00:00Z,Canada,1981,39.7944444444445,40.4,39,40.9
1981-10-01T00:00:00Z,Canada,1981,39.7944444444445,40.3,38.8,40.9
1981-11-01T00:00:00Z,Canada,1981,39.7944444444445,40.2,38.8,40.4
1981-12-01T00:00:00Z,Canada,1981,39.7944444444445,40.3,38.9,40.5
1982-01-01T00:00:00Z,Canada,1982,38.7277777777778,40.3,39.1,40.5
1982-02-01T00:00:00Z,Canada,1982,38.7277777777778,40.3,38.9,40.6
1982-03-01T00:00:00Z,Canada,1982,38.7277777777778,40.1,38.6,40.7
1982-04-01T00:00:00Z,Canada,1982,38.7277777777778,39.9,38.5,40.6
1982-05-01T00:00:00Z,Canada,1982,38.7277777777778,39.6,38.1,40.1
1982-06-01T00:00:00Z,Canada,1982,38.7277777777778,39.3,38.1,39.5
1982-07-01T00:00:00Z,Canada,1982,38.7277777777778,39,38,38.5
1982-08-01T00:00:00Z,Canada,1982,38.7277777777778,38.8,37.8,38.2
1982-09-01T00:00:00Z,Canada,1982,38.7277777777778,38.4,37.6,37.5
1982-10-01T00:00:00Z,Canada,1982,38.7277777777778,38.3,37.4,37.5
1982-11-01T00:00:00Z,Canada,1982,38.7277777777778,38,37.3,37
1982-12-01T00:00:00Z,Canada,1982,38.7277777777778,37.9,37.2,37
1983-01-01T00:00:00Z,Canada,1983,37.3972222222222,37.9,37.3,36.8
1983-02-01T00:00:00Z,Canada,1983,37.3972222222222,37.9,37.2,36.8
1983-03-01T00:00:00Z,Canada,1983,37.3972222222222,37.8,37.2,37
1983-04-01T00:00:00Z,Canada,1983,37.3972222222222,37.8,37,37.2
1983-05-01T00:00:00Z,Canada,1983,37.3972222222222,37.7,36.9,37.2
1983-06-01T00:00:00Z,Canada,1983,37.3972222222222,37.8,37,37.4
1983-07-01T00:00:00Z,Canada,1983,37.3972222222222,37.8,37,37.4
1983-08-01T00:00:00Z,Canada,1983,37.3972222222222,38,37.2,37.2
1983-09-01T00:00:00Z,Canada,1983,37.3972222222222,38,37.2,37.3
1983-10-01T00:00:00Z,Canada,1983,37.3972222222222,37.9,37.2,37.2
1983-11-01T00:00:00Z,Canada,1983,37.3972222222222,38,37.3,37.4
1983-12-01T00:00:00Z,Canada,1983,37.3972222222222,37.9,37.2,37.2
1984-01-01T00:00:00Z,Canada,1984,37.5527777777778,38,37.2,37.3
1984-02-01T00:00:00Z,Canada,1984,37.5527777777778,38,37.4,37.3
1984-03-01T00:00:00Z,Canada,1984,37.5527777777778,38.1,37.5,37.3
1984-04-01T00:00:00Z,Canada,1984,37.5527777777778,38.2,37.6,37.4
1984-05-01T00:00:00Z,Canada,1984,37.5527777777778,38.2,37.6,37.4
1984-06-01T00:00:00Z,Canada,1984,37.5527777777778,38.1,37.4,37.4
1984-07-01T00:00:00Z,Canada,1984,37.5527777777778,38.1,37.4,37.4
1984-08-01T00:00:00Z,Canada,1984,37.5527777777778,38,37.3,37.4
1984-09-01T00:00:00Z,Canada,1984,37.5527777777778,37.9,37.2,37.3
1984-10-01T00:00:00Z,Canada,1984,37.5527777777778,37.9,37.2,37.2
1984-11-01T00:00:00Z,Canada,1984,37.5527777777778,37.8,37.2,37
1984-12-01T00:00:00Z,Canada,1984,37.5527777777778,37.9,37.3,37
1985-01-01T00:00:00Z,Canada,1985,38.0305555555556,38,37.4,37.1
1985-02-01T00:00:00Z,Canada,1985,38.0305555555556,38,37.4,37.2
1985-03-01T00:00:00Z,Canada,1985,38.0305555555556,38.1,37.5,37.3
1985-04-01T00:00:00Z,Canada,1985,38.0305555555556,38.1,37.5,37.3
1985-05-01T00:00:00Z,Canada,1985,38.0305555555556,38.1,37.4,37.5
1985-06-01T00:00:00Z,Canada,1985,38.0305555555556,38.3,37.6,37.8
1985-07-01T00:00:00Z,Canada,1985,38.0305555555556,38.4,37.7,37.8
1985-08-01T00:00:00Z,Canada,1985,38.0305555555556,38.5,38,38
1985-09-01T00:00:00Z,Canada,1985,38.0305555555556,38.8,38.1,38.2
1985-10-01T00:00:00Z,Canada,1985,38.0305555555556,38.9,38.4,38.2
1985-11-01T00:00:00Z,Canada,1985,38.0305555555556,39.2,38.6,38.3
1985-12-01T00:00:00Z,Canada,1985,38.0305555555556,39.3,38.7,38.4
1986-01-01T00:00:00Z,Canada,1986,41.125,39.8,39.4,38.8
1986-02-01T00:00:00Z,Canada,1986,41.125,40.3,39.9,39.2
1986-03-01T00:00:00Z,Canada,1986,41.125,40.6,40.2,39.3
1986-04-01T00:00:00Z,Canada,1986,41.125,40.8,40.6,39.3
1986-05-01T00:00:00Z,Canada,1986,41.125,41.1,40.9,39.5
1986-06-01T00:00:00Z,Canada,1986,41.125,41.3,41.2,39.7
1986-07-01T00:00:00Z,Canada,1986,41.125,41.6,41.4,39.8
1986-08-01T00:00:00Z,Canada,1986,41.125,42,41.9,40.1
1986-09-01T00:00:00Z,Canada,1986,41.125,42.8,42.9,40.6
1986-10-01T00:00:00Z,Canada,1986,41.125,43.2,43.4,40.6
1986-11-01T00:00:00Z,Canada,1986,41.125,43.8,44.1,41
1986-12-01T00:00:00Z,Canada,1986,41.125,44,44.4,41
1987-01-01T00:00:00Z,Canada,1987,46.5305555555556,44.4,44.8,41.1
1987-02-01T00:00:00Z,Canada,1987,46.5305555555556,45.2,45.9,41.3
1987-03-01T00:00:00Z,Canada,1987,46.5305555555556,46.6,47.3,42.7
1987-04-01T00:00:00Z,Canada,1987,46.5305555555556,47.1,48,43.1
1987-05-01T00:00:00Z,Canada,1987,46.5305555555556,47.5,48.3,43.5
1987-06-01T00:00:00Z,Canada,1987,46.5305555555556,47.7,48.6,43.6
1987-07-01T00:00:00Z,Canada,1987,46.5305555555556,48,48.8,43.9
1987-08-01T00:00:00Z,Canada,1987,46.5305555555556,48.2,49,44.2
1987-09-01T00:00:00Z,Canada,1987,46.5305555555556,48.7,49.2,45.4
1987-10-01T00:00:00Z,Canada,1987,46.5305555555556,48.9,49.3,45.6
1987-11-01T00:00:00Z,Canada,1987,46.5305555555556,49.1,49.5,45.9
1987-12-01T00:00:00Z,Canada,1987,46.5305555555556,49.1,49.5,46.1
1988-01-01T00:00:00Z,Canada,1988,51.7722222222222,49.3,49.7,46.4
1988-02-01T00:00:00Z,Canada,1988,51.7722222222222,49.8,50.1,46.9
1988-03-01T00:00:00Z,Canada,1988,51.7722222222222,50.3,50.6,47.4
1988-04-01T00:00:00Z,Canada,1988,51.7722222222222,51.2,51.5,48.3
1988-05-01T00:00:00Z,Canada,1988,51.7722222222222,51.9,52.1,49.3
1988-06-01T00:00:00Z,Canada,1988,51.7722222222222,52.3,52.4,50.3
1988-07-01T00:00:00Z,Canada,1988,51.7722222222222,52.5,52.5,50.6
1988-08-01T00:00:00Z,Canada,1988,51.7722222222222,53,53,50.9
1988-09-01T00:00:00Z,Canada,1988,51.7722222222222,53.9,53.8,52.3
1988-10-01T00:00:00Z,Canada,1988,51.7722222222222,54.3,54.1,52.8
1988-11-01T00:00:00Z,Canada,1988,51.7722222222222,55,54.4,54.3
1988-12-01T00:00:00Z,Canada,1988,51.7722222222222,55.8,54.6,56.2
1989-01-01T00:00:00Z,Canada,1989,59.9305555555556,56.3,54.7,57.6
1989-02-01T00:00:00Z,Canada,1989,59.9305555555556,57.7,55.6,60.3
1989-03-01T00:00:00Z,Canada,1989,59.9305555555556,58.6,56.1,62.5
1989-04-01T00:00:00Z,Canada,1989,59.9305555555556,59.1,56.4,63.4
1989-05-01T00:00:00Z,Canada,1989,59.9305555555556,59.3,56.5,63.6
1989-06-01T00:00:00Z,Canada,1989,59.9305555555556,59.6,56.9,64
1989-07-01T00:00:00Z,Canada,1989,59.9305555555556,59.8,56.9,64.5
1989-08-01T00:00:00Z,Canada,1989,59.9305555555556,59.8,56.9,64.7
1989-09-01T00:00:00Z,Canada,1989,59.9305555555556,60.1,57.1,65.2
1989-10-01T00:00:00Z,Canada,1989,59.9305555555556,60.4,57.4,65.5
1989-11-01T00:00:00Z,Canada,1989,59.9305555555556,60.8,57.6,66.6
1989-12-01T00:00:00Z,Canada,1989,59.9305555555556,61.1,57.9,67
1990-01-01T00:00:00Z,Canada,1990,61.3972222222222,61.7,58.4,67.6
1990-02-01T00:00:00Z,Canada,1990,61.3972222222222,61.8,58.4,68
1990-03-01T00:00:00Z,Canada,1990,61.3972222222222,61.9,58.5,68.4
1990-04-01T00:00:00Z,Canada,1990,61.3972222222222,61.8,58.3,68.5
1990-05-01T00:00:00Z,Canada,1990,61.3972222222222,61.5,57.9,68.6
1990-06-01T00:00:00Z,Canada,1990,61.3972222222222,60.8,56.8,68.3
1990-07-01T00:00:00Z,Canada,1990,61.3972222222222,60.4,56.3,68.3
1990-08-01T00:00:00Z,Canada,1990,61.3972222222222,59.8,55.7,67.6
1990-09-01T00:00:00Z,Canada,1990,61.3972222222222,59,55,66.6
1990-10-01T00:00:00Z,Canada,1990,61.3972222222222,58.6,54.3,66.5
1990-11-01T00:00:00Z,Canada,1990,61.3972222222222,58,53.6,66.1
1990-12-01T00:00:00Z,Canada,1990,61.3972222222222,57.8,53.4,66.1
1991-01-01T00:00:00Z,Canada,1991,57.475,56.9,52.6,65.1
1991-02-01T00:00:00Z,Canada,1991,57.475,55.8,51.7,63.6
1991-03-01T00:00:00Z,Canada,1991,57.475,56,52,63.8
1991-04-01T00:00:00Z,Canada,1991,57.475,55.8,51.7,63.9
1991-05-01T00:00:00Z,Canada,1991,57.475,56.2,52.4,64
1991-06-01T00:00:00Z,Canada,1991,57.475,56.2,52.4,64
1991-07-01T00:00:00Z,Canada,1991,57.475,56.3,52.4,64.3
1991-08-01T00:00:00Z,Canada,1991,57.475,56.2,52.3,64.2
1991-09-01T00:00:00Z,Canada,1991,57.475,56.2,52.3,64.2
1991-10-01T00:00:00Z,Canada,1991,57.475,56.2,52.4,64.1
1991-11-01T00:00:00Z,Canada,1991,57.475,55.9,52.1,63.9
1991-12-01T00:00:00Z,Canada,1991,57.475,55.9,52.1,64
1992-01-01T00:00:00Z,Canada,1992,57.7805555555556,55.8,52,63.9
1992-02-01T00:00:00Z,Canada,1992,57.7805555555556,55.8,51.8,64
1992-03-01T00:00:00Z,Canada,1992,57.7805555555556,55.9,51.9,64.3
1992-04-01T00:00:00Z,Canada,1992,57.7805555555556,56,52,64.7
1992-05-01T00:00:00Z,Canada,1992,57.7805555555556,56,51.9,64.9
1992-06-01T00:00:00Z,Canada,1992,57.7805555555556,56.2,52,65.1
1992-07-01T00:00:00Z,Canada,1992,57.7805555555556,56.3,52,66
1992-08-01T00:00:00Z,Canada,1992,57.7805555555556,56.3,51.9,65.9
1992-09-01T00:00:00Z,Canada,1992,57.7805555555556,56.2,51.7,66
1992-10-01T00:00:00Z,Canada,1992,57.7805555555556,56.3,51.7,66.4
1992-11-01T00:00:00Z,Canada,1992,57.7805555555556,56.3,52,66.3
1992-12-01T00:00:00Z,Canada,1992,57.7805555555556,56.3,51.9,66.4
1993-01-01T00:00:00Z,Canada,1993,58.8583333333333,56.2,51.8,66.4
1993-02-01T00:00:00Z,Canada,1993,58.8583333333333,56.4,52,66.6
1993-03-01T00:00:00Z,Canada,1993,58.8583333333333,56.7,52.3,67
1993-04-01T00:00:00Z,Canada,1993,58.8583333333333,57,52.6,67.2
1993-05-01T00:00:00Z,Canada,1993,58.8583333333333,56.8,52.2,67.4
1993-06-01T00:00:00Z,Canada,1993,58.8583333333333,56.9,52.4,67.6
1993-07-01T00:00:00Z,Canada,1993,58.8583333333333,57,52.3,67.8
1993-08-01T00:00:00Z,Canada,1993,58.8583333333333,57.1,52.5,67.8
1993-09-01T00:00:00Z,Canada,1993,58.8583333333333,57.1,52.6,67.8
1993-10-01T00:00:00Z,Canada,1993,58.8583333333333,57,52.5,67.7
1993-11-01T00:00:00Z,Canada,1993,58.8583333333333,57,52.5,67.7
1993-12-01T00:00:00Z,Canada,1993,58.8583333333333,56.9,52.4,67.7
1994-01-01T00:00:00Z,Canada,1994,59.0055555555556,57,52.4,67.8
1994-02-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.4,67.6
1994-03-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.3,67.7
1994-04-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.4,67.7
1994-05-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.3,67.8
1994-06-01T00:00:00Z,Canada,1994,59.0055555555556,57,52.4,67.8
1994-07-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.3,67.8
1994-08-01T00:00:00Z,Canada,1994,59.0055555555556,57,52.4,67.8
1994-09-01T00:00:00Z,Canada,1994,59.0055555555556,57,52.4,67.8
1994-10-01T00:00:00Z,Canada,1994,59.0055555555556,56.9,52.4,67.8
1994-11-01T00:00:00Z,Canada,1994,59.0055555555556,56.8,52.3,67.7
1994-12-01T00:00:00Z,Canada,1994,59.0055555555556,56.8,52.3,67.6
1995-01-01T00:00:00Z,Canada,1995,58.3666666666667,56.8,52.3,67.6
1995-02-01T00:00:00Z,Canada,1995,58.3666666666667,56.7,52.2,67.4
1995-03-01T00:00:00Z,Canada,1995,58.3666666666667,56.6,52.2,67.4
1995-04-01T00:00:00Z,Canada,1995,58.3666666666667,56.5,52.1,67.4
1995-05-01T00:00:00Z,Canada,1995,58.3666666666667,56.4,52,67.2
1995-06-01T00:00:00Z,Canada,1995,58.3666666666667,56.3,51.8,67
1995-07-01T00:00:00Z,Canada,1995,58.3666666666667,56.2,51.8,66.9
1995-08-01T00:00:00Z,Canada,1995,58.3666666666667,56.2,51.8,67
1995-09-01T00:00:00Z,Canada,1995,58.3666666666667,56.2,51.7,66.9
1995-10-01T00:00:00Z,Canada,1995,58.3666666666667,55.9,51.4,66.6
1995-11-01T00:00:00Z,Canada,1995,58.3666666666667,55.6,51.3,66.4
1995-12-01T00:00:00Z,Canada,1995,58.3666666666667,55.7,51.3,66.4
1996-01-01T00:00:00Z,Canada,1996,57.3833333333333,55.6,51.3,66.4
1996-02-01T00:00:00Z,Canada,1996,57.3833333333333,55.4,51,66.4
1996-03-01T00:00:00Z,Canada,1996,57.3833333333333,55.3,50.9,66.3
1996-04-01T00:00:00Z,Canada,1996,57.3833333333333,55.1,50.6,66.3
1996-05-01T00:00:00Z,Canada,1996,57.3833333333333,55,50.5,66.3
1996-06-01T00:00:00Z,Canada,1996,57.3833333333333,55.1,50.6,66.3
1996-07-01T00:00:00Z,Canada,1996,57.3833333333333,55,50.6,66.3
1996-08-01T00:00:00Z,Canada,1996,57.3833333333333,55,50.6,66.2
1996-09-01T00:00:00Z,Canada,1996,57.3833333333333,55,50.6,66.1
1996-10-01T00:00:00Z,Canada,1996,57.3833333333333,55,50.6,66.1
1996-11-01T00:00:00Z,Canada,1996,57.3833333333333,55.2,50.8,66.1
1996-12-01T00:00:00Z,Canada,1996,57.3833333333333,55.2,50.8,66.2
1997-01-01T00:00:00Z,Canada,1997,57.7388888888889,55.3,51,66.2
1997-02-01T00:00:00Z,Canada,1997,57.7388888888889,55.4,51.1,66.3
1997-03-01T00:00:00Z,Canada,1997,57.7388888888889,55.5,51.2,66.2
1997-04-01T00:00:00Z,Canada,1997,57.7388888888889,55.5,51.3,66.1
1997-05-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.3,66.2
1997-06-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.4,66.3
1997-07-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.4,66.3
1997-08-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.4,66.3
1997-09-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.4,66.3
1997-10-01T00:00:00Z,Canada,1997,57.7388888888889,55.6,51.4,66.3
1997-11-01T00:00:00Z,Canada,1997,57.7388888888889,55.8,51.7,66.3
1997-12-01T00:00:00Z,Canada,1997,57.7388888888889,55.9,51.8,66.4
1998-01-01T00:00:00Z,Canada,1998,58.25,56,51.9,66.4
1998-02-01T00:00:00Z,Canada,1998,58.25,56,52,66.4
1998-03-01T00:00:00Z,Canada,1998,58.25,56,52,66.4
1998-04-01T00:00:00Z,Canada,1998,58.25,56,52,66.4
1998-05-01T00:00:00Z,Canada,1998,58.25,56.1,52.1,66.4
1998-06-01T00:00:00Z,Canada,1998,58.25,56.2,52.2,66.5
1998-07-01T00:00:00Z,Canada,1998,58.25,56.2,52.3,66.5
1998-08-01T00:00:00Z,Canada,1998,58.25,56.2,52.2,66.6
1998-09-01T00:00:00Z,Canada,1998,58.25,56.2,52.2,66.6
1998-10-01T00:00:00Z,Canada,1998,58.25,56.2,52.3,66.4
1998-11-01T00:00:00Z,Canada,1998,58.25,56.2,52.3,66.4
1998-12-01T00:00:00Z,Canada,1998,58.25,56.3,52.3,66.6
1999-01-01T00:00:00Z,Canada,1999,58.7194444444445,56.3,52.3,66.6
1999-02-01T00:00:00Z,Canada,1999,58.7194444444445,56.3,52.4,66.6
1999-03-01T00:00:00Z,Canada,1999,58.7194444444445,56.4,52.5,66.6
1999-04-01T00:00:00Z,Canada,1999,58.7194444444445,56.4,52.6,66.6
1999-05-01T00:00:00Z,Canada,1999,58.7194444444445,56.4,52.6,66.5
1999-06-01T00:00:00Z,Canada,1999,58.7194444444445,56.4,52.7,66.6
1999-07-01T00:00:00Z,Canada,1999,58.7194444444445,56.5,52.8,66.6
1999-08-01T00:00:00Z,Canada,1999,58.7194444444445,56.7,53,66.6
1999-09-01T00:00:00Z,Canada,1999,58.7194444444445,56.8,53.2,66.7
1999-10-01T00:00:00Z,Canada,1999,58.7194444444445,56.9,53.3,66.8
1999-11-01T00:00:00Z,Canada,1999,58.7194444444445,57.1,53.6,66.8
1999-12-01T00:00:00Z,Canada,1999,58.7194444444445,57.2,53.7,66.8
2000-01-01T00:00:00Z,Canada,2000,59.85,57.2,53.7,66.8
2000-02-01T00:00:00Z,Canada,2000,59.85,57.4,54,66.8
2000-03-01T00:00:00Z,Canada,2000,59.85,57.5,54.1,66.9
2000-04-01T00:00:00Z,Canada,2000,59.85,57.6,54.2,66.9
2000-05-01T00:00:00Z,Canada,2000,59.85,57.8,54.4,67
2000-06-01T00:00:00Z,Canada,2000,59.85,57.8,54.4,67
2000-07-01T00:00:00Z,Canada,2000,59.85,57.9,54.5,67.1
2000-08-01T00:00:00Z,Canada,2000,59.85,58.1,54.7,67.2
2000-09-01T00:00:00Z,Canada,2000,59.85,58.2,54.9,67.3
2000-10-01T00:00:00Z,Canada,2000,59.85,58.3,55,67.4
2000-11-01T00:00:00Z,Canada,2000,59.85,58.5,55.3,67.4
2000-12-01T00:00:00Z,Canada,2000,59.85,58.6,55.3,67.4
2001-01-01T00:00:00Z,Canada,2001,61.2333333333333,58.7,55.5,67.4
2001-02-01T00:00:00Z,Canada,2001,61.2333333333333,58.8,55.7,67.5
2001-03-01T00:00:00Z,Canada,2001,61.2333333333333,59,55.9,67.5
2001-04-01T00:00:00Z,Canada,2001,61.2333333333333,59.2,56.1,67.6
2001-05-01T00:00:00Z,Canada,2001,61.2333333333333,59.3,56.2,67.7
2001-06-01T00:00:00Z,Canada,2001,61.2333333333333,59.5,56.5,67.8
2001-07-01T00:00:00Z,Canada,2001,61.2333333333333,59.6,56.7,67.8
2001-08-01T00:00:00Z,Canada,2001,61.2333333333333,59.7,56.8,67.8
2001-09-01T00:00:00Z,Canada,2001,61.2333333333333,59.9,56.9,67.8
2001-10-01T00:00:00Z,Canada,2001,61.2333333333333,59.9,57,67.9
2001-11-01T00:00:00Z,Canada,2001,61.2333333333333,60.1,57.2,68
2001-12-01T00:00:00Z,Canada,2001,61.2333333333333,60.2,57.3,67.9
2002-01-01T00:00:00Z,Canada,2002,63.3194444444445,60.4,57.6,68
2002-02-01T00:00:00Z,Canada,2002,63.3194444444445,60.8,58.1,68.1
2002-03-01T00:00:00Z,Canada,2002,63.3194444444445,61,58.3,68.2
2002-04-01T00:00:00Z,Canada,2002,63.3194444444445,61.4,58.9,68.3
2002-05-01T00:00:00Z,Canada,2002,63.3194444444445,61.8,59.3,68.5
2002-06-01T00:00:00Z,Canada,2002,63.3194444444445,61.9,59.5,68.5
2002-07-01T00:00:00Z,Canada,2002,63.3194444444445,62,59.6,68.5
2002-08-01T00:00:00Z,Canada,2002,63.3194444444445,62.3,59.9,68.7
2002-09-01T00:00:00Z,Canada,2002,63.3194444444445,62.4,60.1,68.7
2002-10-01T00:00:00Z,Canada,2002,63.3194444444445,62.7,60.6,68.8
2002-11-01T00:00:00Z,Canada,2002,63.3194444444445,63.1,61.1,68.9
2002-12-01T00:00:00Z,Canada,2002,63.3194444444445,63.3,61.2,69
2003-01-01T00:00:00Z,Canada,2003,65.8777777777778,63.4,61.5,69.1
2003-02-01T00:00:00Z,Canada,2003,65.8777777777778,63.8,62,69.1
2003-03-01T00:00:00Z,Canada,2003,65.8777777777778,63.9,62,69.1
2003-04-01T00:00:00Z,Canada,2003,65.8777777777778,64.1,62.3,69.2
2003-05-01T00:00:00Z,Canada,2003,65.8777777777778,64.5,62.7,69.4
2003-06-01T00:00:00Z,Canada,2003,65.8777777777778,64.7,62.9,69.5
2003-07-01T00:00:00Z,Canada,2003,65.8777777777778,64.9,63.2,69.5
2003-08-01T00:00:00Z,Canada,2003,65.8777777777778,65.2,63.6,69.7
2003-09-01T00:00:00Z,Canada,2003,65.8777777777778,65.5,63.9,69.9
2003-10-01T00:00:00Z,Canada,2003,65.8777777777778,65.8,64.3,70
2003-11-01T00:00:00Z,Canada,2003,65.8777777777778,66.3,64.9,70
2003-12-01T00:00:00Z,Canada,2003,65.8777777777778,66.5,65.1,70.1
2004-01-01T00:00:00Z,Canada,2004,69.1361111111111,66.7,65.3,70.2
2004-02-01T00:00:00Z,Canada,2004,69.1361111111111,66.9,65.7,70.3
2004-03-01T00:00:00Z,Canada,2004,69.1361111111111,67.2,65.9,70.5
2004-04-01T00:00:00Z,Canada,2004,69.1361111111111,67.7,66.5,70.9
2004-05-01T00:00:00Z,Canada,2004,69.1361111111111,68.2,67.1,71.2
2004-06-01T00:00:00Z,Canada,2004,69.1361111111111,68.7,67.6,71.7
2004-07-01T00:00:00Z,Canada,2004,69.1361111111111,68.8,67.7,71.8
2004-08-01T00:00:00Z,Canada,2004,69.1361111111111,69.1,68,72.1
2004-09-01T00:00:00Z,Canada,2004,69.1361111111111,69.3,68.2,72.3
2004-10-01T00:00:00Z,Canada,2004,69.1361111111111,69.5,68.5,72.4
2004-11-01T00:00:00Z,Canada,2004,69.1361111111111,69.8,68.8,72.6
2004-12-01T00:00:00Z,Canada,2004,69.1361111111111,69.9,68.9,72.9
2005-01-01T00:00:00Z,Canada,2005,72.5722222222222,70.1,69.1,73
2005-02-01T00:00:00Z,Canada,2005,72.5722222222222,70.3,69.3,73.1
2005-03-01T00:00:00Z,Canada,2005,72.5722222222222,70.6,69.6,73.5
2005-04-01T00:00:00Z,Canada,2005,72.5722222222222,71,69.9,73.8
2005-05-01T00:00:00Z,Canada,2005,72.5722222222222,71.3,70.3,74.2
2005-06-01T00:00:00Z,Canada,2005,72.5722222222222,71.9,70.4,75.5
2005-07-01T00:00:00Z,Canada,2005,72.5722222222222,72,70.6,75.6
2005-08-01T00:00:00Z,Canada,2005,72.5722222222222,72.3,70.9,75.9
2005-09-01T00:00:00Z,Canada,2005,72.5722222222222,72.7,71.3,76.2
2005-10-01T00:00:00Z,Canada,2005,72.5722222222222,73.2,71.9,76.4
2005-11-01T00:00:00Z,Canada,2005,72.5722222222222,73.6,72.3,76.8
2005-12-01T00:00:00Z,Canada,2005,72.5722222222222,74.1,72.8,77.1
2006-01-01T00:00:00Z,Canada,2006,79.4277777777778,74.7,73.6,77.4
2006-02-01T00:00:00Z,Canada,2006,79.4277777777778,75.2,74.2,77.7
2006-03-01T00:00:00Z,Canada,2006,79.4277777777778,76,75,78.3
2006-04-01T00:00:00Z,Canada,2006,79.4277777777778,76.9,76.1,78.8
2006-05-01T00:00:00Z,Canada,2006,79.4277777777778,77.8,76.9,80
2006-06-01T00:00:00Z,Canada,2006,79.4277777777778,79,78,81.1
2006-07-01T00:00:00Z,Canada,2006,79.4277777777778,79.8,78.7,82.3
2006-08-01T00:00:00Z,Canada,2006,79.4277777777778,81,80,83.3
2006-09-01T00:00:00Z,Canada,2006,79.4277777777778,81.4,80.4,83.9
2006-10-01T00:00:00Z,Canada,2006,79.4277777777778,81.6,80.5,84.1
2006-11-01T00:00:00Z,Canada,2006,79.4277777777778,82,80.8,84.9
2006-12-01T00:00:00Z,Canada,2006,79.4277777777778,82,80.7,85.3
2007-01-01T00:00:00Z,Canada,2007,85.7472222222222,82.3,81,85.5
2007-02-01T00:00:00Z,Canada,2007,85.7472222222222,82.7,81.4,85.8
2007-03-01T00:00:00Z,Canada,2007,85.7472222222222,83,81.7,86.2
2007-04-01T00:00:00Z,Canada,2007,85.7472222222222,83.7,82.3,87.1
2007-05-01T00:00:00Z,Canada,2007,85.7472222222222,84.6,83.3,87.7
2007-06-01T00:00:00Z,Canada,2007,85.7472222222222,85.1,83.7,88.5
2007-07-01T00:00:00Z,Canada,2007,85.7472222222222,85.9,84.3,89.7
2007-08-01T00:00:00Z,Canada,2007,85.7472222222222,86.3,84.8,89.9
2007-09-01T00:00:00Z,Canada,2007,85.7472222222222,86.5,85.1,90
2007-10-01T00:00:00Z,Canada,2007,85.7472222222222,86.6,85.1,90.3
2007-11-01T00:00:00Z,Canada,2007,85.7472222222222,87,85.5,90.7
2007-12-01T00:00:00Z,Canada,2007,85.7472222222222,87.1,85.6,90.9
2008-01-01T00:00:00Z,Canada,2008,88.8944444444445,87.6,86.1,91.4
2008-02-01T00:00:00Z,Canada,2008,88.8944444444445,87.9,86.3,91.8
2008-03-01T00:00:00Z,Canada,2008,88.8944444444445,88.1,86.4,92.2
2008-04-01T00:00:00Z,Canada,2008,88.8944444444445,88.1,86.3,92.4
2008-05-01T00:00:00Z,Canada,2008,88.8944444444445,88.1,86.2,92.5
2008-06-01T00:00:00Z,Canada,2008,88.8944444444445,88.2,86.3,92.7
2008-07-01T00:00:00Z,Canada,2008,88.8944444444445,88.2,86.3,92.8
2008-08-01T00:00:00Z,Canada,2008,88.8944444444445,88.2,86.3,92.9
2008-09-01T00:00:00Z,Canada,2008,88.8944444444445,88.3,86.3,93.1
2008-10-01T00:00:00Z,Canada,2008,88.8944444444445,87.9,85.6,93.4
2008-11-01T00:00:00Z,Canada,2008,88.8944444444445,87.7,85.2,93.5
2008-12-01T00:00:00Z,Canada,2008,88.8944444444445,87.5,85,93.4
2009-01-01T00:00:00Z,Canada,2009,87.0083333333333,87,84.5,92.9
2009-02-01T00:00:00Z,Canada,2009,87.0083333333333,86.4,83.8,92.3
2009-03-01T00:00:00Z,Canada,2009,87.0083333333333,86,83.3,91.9
2009-04-01T00:00:00Z,Canada,2009,87.0083333333333,85.5,82.7,91.8
2009-05-01T00:00:00Z,Canada,2009,87.0083333333333,85.4,82.6,91.5
2009-06-01T00:00:00Z,Canada,2009,87.0083333333333,85.2,82.5,91.3
